issue,draw_date,sales_amount,one,two,three
2017231,2017-08-26,"43,337,268",7,4,8
2017230,2017-08-25,"45,020,612",5,9,8
2017229,2017-08-24,"43,605,552",7,0,7
2017228,2017-08-23,"42,908,974",5,3,5
2017227,2017-08-22,"43,710,284",8,8,5
2017226,2017-08-21,"44,145,550",9,0,3
2017225,2017-08-20,"44,219,078",8,0,1
2017224,2017-08-19,"42,381,042",2,6,5
2017223,2017-08-18,"46,352,062",7,7,8
2017222,2017-08-17,"43,602,030",7,3,1
2017221,2017-08-16,"43,089,762",8,5,7
2017220,2017-08-15,"41,461,492",2,8,7
2017219,2017-08-14,"41,264,474",5,1,3
2017218,2017-08-13,"41,470,712",9,1,1
2017217,2017-08-12,"39,080,998",8,1,2
2017216,2017-08-11,"42,607,836",0,6,3
2017215,2017-08-10,"40,945,436",3,6,9
2017214,2017-08-09,"40,933,828",3,1,3
2017213,2017-08-08,"42,404,644",9,8,6
2017212,2017-08-07,"40,483,604",7,1,6
2017211,2017-08-06,"39,941,024",1,2,4
2017210,2017-08-05,"38,158,814",2,5,6
2017209,2017-08-04,"39,885,640",3,5,4
2017208,2017-08-03,"39,367,408",8,2,2
2017207,2017-08-02,"38,976,356",3,3,1
2017206,2017-08-01,"39,439,176",3,4,4
2017205,2017-07-31,"39,560,170",7,7,0
2017204,2017-07-30,"38,999,878",0,5,3
2017203,2017-07-29,"40,514,018",0,7,0
2017202,2017-07-28,"44,215,164",9,9,6
2017201,2017-07-27,"41,862,850",3,5,8
2017200,2017-07-26,"42,140,884",8,2,7
2017199,2017-07-25,"41,558,864",3,6,7
2017198,2017-07-24,"41,452,254",7,0,3
2017197,2017-07-23,"40,723,654",6,8,1
2017196,2017-07-22,"38,706,398",1,7,4
2017195,2017-07-21,"40,691,606",6,8,6
2017194,2017-07-20,"41,225,452",4,6,6
2017193,2017-07-19,"41,050,352",3,5,2
2017192,2017-07-18,"40,257,720",4,0,6
2017191,2017-07-17,"39,909,308",5,6,7
2017190,2017-07-16,"40,429,880",8,8,3
2017189,2017-07-15,"40,337,008",5,6,2
2017188,2017-07-14,"40,685,166",7,4,1
2017187,2017-07-13,"38,887,678",6,1,3
2017186,2017-07-12,"39,155,126",0,3,3
2017185,2017-07-11,"40,075,260",2,2,8
2017184,2017-07-10,"40,389,394",8,9,9
2017183,2017-07-09,"41,816,460",9,9,4
2017182,2017-07-08,"40,332,100",1,4,8
2017181,2017-07-07,"42,893,156",5,6,9
2017180,2017-07-06,"42,529,264",3,6,4
2017179,2017-07-05,"40,487,080",1,5,9
2017178,2017-07-04,"40,880,322",7,4,4
2017177,2017-07-03,"40,251,648",9,7,5
2017176,2017-07-02,"37,497,772",2,7,6
2017175,2017-07-01,"40,239,944",0,0,1
2017174,2017-06-30,"43,272,894",4,1,4
2017173,2017-06-29,"42,055,536",6,9,4
2017172,2017-06-28,"40,771,396",5,5,8
2017171,2017-06-27,"40,244,766",3,4,6
2017170,2017-06-26,"41,884,216",8,8,1
2017169,2017-06-25,"40,559,766",8,5,4
2017168,2017-06-24,"38,781,356",1,3,6
2017167,2017-06-23,"40,413,596",4,7,1
2017166,2017-06-22,"37,301,602",4,9,6
2017165,2017-06-21,"39,235,576",3,3,3
2017164,2017-06-20,"39,537,828",3,1,2
2017163,2017-06-19,"41,126,294",0,0,8
2017162,2017-06-18,"39,096,630",3,9,8
2017161,2017-06-17,"39,118,936",7,9,7
2017160,2017-06-16,"43,493,006",2,1,0
2017159,2017-06-15,"44,772,604",8,7,2
2017158,2017-06-14,"45,034,730",2,8,5
2017157,2017-06-13,"44,125,152",1,7,3
2017156,2017-06-12,"43,057,114",2,4,8
2017155,2017-06-11,"40,493,882",9,3,5
2017154,2017-06-10,"40,079,362",3,6,3
2017153,2017-06-09,"41,463,492",6,0,8
2017152,2017-06-08,"41,178,018",7,0,7
2017151,2017-06-07,"40,133,208",0,7,6
2017150,2017-06-06,"40,290,746",1,1,3
2017149,2017-06-05,"41,898,850",7,3,9
2017148,2017-06-04,"42,030,312",7,3,9
2017147,2017-06-03,"40,236,988",2,9,9
2017146,2017-06-02,"43,307,326",5,4,9
2017145,2017-06-01,"41,967,748",9,4,5
2017144,2017-05-31,"42,335,594",5,8,5
2017143,2017-05-30,"39,202,064",6,9,8
2017142,2017-05-29,"39,079,958",8,7,7
2017141,2017-05-28,"39,543,958",1,1,5
2017140,2017-05-27,"41,107,686",6,1,4
2017139,2017-05-26,"42,451,252",6,9,5
2017138,2017-05-25,"41,452,834",1,8,1
2017137,2017-05-24,"39,792,742",1,1,9
2017136,2017-05-23,"42,971,232",8,8,8
2017135,2017-05-22,"43,284,670",0,7,7
2017134,2017-05-21,"42,802,782",3,5,9
2017133,2017-05-20,"41,330,984",9,2,0
2017132,2017-05-19,"44,636,886",5,5,6
2017131,2017-05-18,"43,107,264",4,8,2
2017130,2017-05-17,"42,489,708",6,7,6
2017129,2017-05-16,"42,733,118",5,6,6
2017128,2017-05-15,"42,728,342",0,5,5
2017127,2017-05-14,"41,931,160",6,2,3
2017126,2017-05-13,"39,144,288",4,9,9
2017125,2017-05-12,"43,219,378",8,7,8
2017124,2017-05-11,"43,537,924",0,1,5
2017123,2017-05-10,"45,870,366",0,0,8
2017122,2017-05-09,"46,235,448",0,4,5
2017121,2017-05-08,"44,961,962",4,3,9
2017120,2017-05-07,"45,424,838",2,8,4
2017119,2017-05-06,"44,682,694",5,0,9
2017118,2017-05-05,"47,774,940",6,0,5
2017117,2017-05-04,"45,885,628",7,3,1
2017116,2017-05-03,"43,473,884",8,1,4
2017115,2017-05-02,"45,477,648",1,6,0
2017114,2017-05-01,"42,230,190",1,6,7
2017113,2017-04-30,"41,777,008",7,4,5
2017112,2017-04-29,"41,820,696",6,9,5
2017111,2017-04-28,"44,401,830",3,3,1
2017110,2017-04-27,"44,360,496",2,6,6
2017109,2017-04-26,"44,488,796",4,8,8
2017108,2017-04-25,"46,320,892",5,5,7
2017107,2017-04-24,"46,256,916",7,2,5
2017106,2017-04-23,"44,246,402",9,3,6
2017105,2017-04-22,"44,206,138",4,2,1
2017104,2017-04-21,"46,943,324",5,2,4
2017103,2017-04-20,"45,823,514",3,5,0
2017102,2017-04-19,"45,755,206",6,9,8
2017101,2017-04-18,"45,854,574",8,0,9
2017100,2017-04-17,"45,892,166",5,9,6
2017099,2017-04-16,"45,310,288",0,4,6
2017098,2017-04-15,"42,929,664",4,0,7
2017097,2017-04-14,"46,174,158",7,4,9
2017096,2017-04-13,"44,555,580",4,7,0
2017095,2017-04-12,"44,541,754",5,9,3
2017094,2017-04-11,"44,910,682",5,7,3
2017093,2017-04-10,"43,017,514",8,4,0
2017092,2017-04-09,"43,027,944",3,0,5
2017091,2017-04-08,"41,542,080",3,4,1
2017090,2017-04-07,"44,751,828",3,9,0
2017089,2017-04-06,"41,863,478",5,1,8
2017088,2017-04-05,"43,016,550",3,6,6
2017087,2017-04-04,"40,992,440",3,7,7
2017086,2017-04-03,"40,272,908",6,9,7
2017085,2017-04-02,"40,739,688",5,6,0
2017084,2017-04-01,"43,719,256",8,2,2
2017083,2017-03-31,"46,846,248",1,0,5
2017082,2017-03-30,"45,942,054",6,2,5
2017081,2017-03-29,"46,244,244",1,2,9
2017080,2017-03-28,"44,498,616",7,3,5
2017079,2017-03-27,"44,365,062",4,8,7
2017078,2017-03-26,"42,107,808",4,4,9
2017077,2017-03-25,"43,399,836",0,2,0
2017076,2017-03-24,"45,023,604",0,7,4
2017075,2017-03-23,"45,894,818",7,8,7
2017074,2017-03-22,"46,658,832",5,7,6
2017073,2017-03-21,"47,167,150",0,7,5
2017072,2017-03-20,"45,123,368",1,7,4
2017071,2017-03-19,"44,904,382",8,8,2
2017070,2017-03-18,"44,084,318",2,3,1
2017069,2017-03-17,"44,593,002",5,1,8
2017068,2017-03-16,"44,923,374",9,1,0
2017067,2017-03-15,"43,917,184",6,4,4
2017066,2017-03-14,"45,035,348",3,2,2
2017065,2017-03-13,"44,735,852",5,7,7
2017064,2017-03-12,"43,622,914",1,5,8
2017063,2017-03-11,"42,859,730",8,6,4
2017062,2017-03-10,"43,768,582",9,7,5
2017061,2017-03-09,"43,367,368",4,5,4
2017060,2017-03-08,"43,575,824",8,6,8
2017059,2017-03-07,"42,945,878",1,4,3
2017058,2017-03-06,"43,354,494",2,6,2
2017057,2017-03-05,"43,898,312",2,4,2
2017056,2017-03-04,"45,252,372",1,0,2
2017055,2017-03-03,"47,008,498",2,7,6
2017054,2017-03-02,"46,643,308",7,5,4
2017053,2017-03-01,"45,304,308",6,5,2
2017052,2017-02-28,"45,451,026",7,3,1
2017051,2017-02-27,"44,679,886",7,0,2
2017050,2017-02-26,"42,907,740",2,7,8
2017049,2017-02-25,"41,312,528",0,3,6
2017048,2017-02-24,"44,328,926",5,5,7
2017047,2017-02-23,"42,280,860",9,4,5
2017046,2017-02-22,"41,158,480",5,7,0
2017045,2017-02-21,"40,797,910",6,7,9
2017044,2017-02-20,"38,257,620",8,6,1
2017043,2017-02-19,"36,851,842",0,5,0
2017042,2017-02-18,"40,592,188",0,0,0
2017041,2017-02-17,"40,449,832",4,8,0
2017040,2017-02-16,"43,566,574",8,9,9
2017039,2017-02-15,"41,892,482",3,9,5
2017038,2017-02-14,"41,215,136",1,3,4
2017037,2017-02-13,"41,779,470",8,9,7
2017036,2017-02-12,"40,375,428",6,5,0
2017035,2017-02-11,"37,761,014",6,2,4
2017034,2017-02-10,"38,998,338",3,4,8
2017033,2017-02-09,"40,052,228",1,1,4
2017032,2017-02-08,"39,955,650",2,3,7
2017031,2017-02-07,"39,475,188",3,7,6
2017030,2017-02-06,"39,176,878",1,0,7
2017029,2017-02-05,"38,513,422",2,7,2
2017028,2017-02-04,"36,527,012",1,9,3
2017027,2017-02-03,"33,280,928",8,7,3
2017026,2017-01-26,"41,206,326",2,5,9
2017025,2017-01-25,"43,549,888",3,5,9
2017024,2017-01-24,"45,068,642",7,0,9
2017023,2017-01-23,"44,587,890",2,5,0
2017022,2017-01-22,"44,862,754",0,2,8
2017021,2017-01-21,"43,560,544",8,5,4
2017020,2017-01-20,"44,602,200",8,9,3
2017019,2017-01-19,"47,163,972",6,0,6
2017018,2017-01-18,"45,338,116",3,1,5
2017017,2017-01-17,"44,841,668",8,1,7
2017016,2017-01-16,"42,816,064",4,6,9
2017015,2017-01-15,"41,649,168",9,5,0
2017014,2017-01-14,"43,540,354",2,2,1
2017013,2017-01-13,"45,404,526",5,8,2
2017012,2017-01-12,"44,116,942",1,2,5
2017011,2017-01-11,"44,494,992",9,0,9
2017010,2017-01-10,"44,273,782",9,7,6
2017009,2017-01-09,"46,734,400",2,0,2
2017008,2017-01-08,"44,452,040",1,6,9
2017007,2017-01-07,"40,703,854",7,8,3
2017006,2017-01-06,"45,881,388",8,8,8
2017005,2017-01-05,"44,818,408",2,4,6
2017004,2017-01-04,"43,890,190",3,1,7
2017003,2017-01-03,"42,206,588",6,5,0
2017002,2017-01-02,"42,048,806",7,7,9
2017001,2017-01-01,"40,532,262",3,6,9
2018358,2018-12-31,"48,351,522",3,2,9
2018357,2018-12-30,"44,782,100",1,4,7
2018356,2018-12-29,"46,518,202",6,1,1
2018355,2018-12-28,"49,924,886",7,8,7
2018354,2018-12-27,"48,788,656",6,0,9
2018353,2018-12-26,"49,919,826",5,8,9
2018352,2018-12-25,"49,768,222",5,4,2
2018351,2018-12-24,"49,047,412",1,5,6
2018350,2018-12-23,"51,214,024",3,2,2
2018349,2018-12-22,"49,960,112",8,2,1
2018348,2018-12-21,"53,060,898",4,6,9
2018347,2018-12-20,"50,501,368",5,1,3
2018346,2018-12-19,"49,926,526",1,8,6
2018345,2018-12-18,"49,005,036",6,9,2
2018344,2018-12-17,"47,549,156",3,9,7
2018343,2018-12-16,"47,214,380",0,5,2
2018342,2018-12-15,"44,585,320",4,9,7
2018341,2018-12-14,"47,134,494",7,9,9
2018340,2018-12-13,"47,858,652",7,9,8
2018339,2018-12-12,"47,931,300",7,7,4
2018338,2018-12-11,"48,470,754",1,7,8
2018337,2018-12-10,"46,142,278",7,3,1
2018336,2018-12-09,"45,413,814",9,0,6
2018335,2018-12-08,"43,838,518",4,0,7
2018334,2018-12-07,"45,235,928",3,4,9
2018333,2018-12-06,"46,001,896",2,8,8
2018332,2018-12-05,"47,222,732",3,8,8
2018331,2018-12-04,"46,106,776",1,0,8
2018330,2018-12-03,"48,640,634",1,7,1
2018329,2018-12-02,"48,216,414",1,6,5
2018328,2018-12-01,"47,194,828",4,8,1
2018327,2018-11-30,"49,643,258",4,3,2
2018326,2018-11-29,"49,987,750",4,5,4
2018325,2018-11-28,"50,077,944",0,6,1
2018324,2018-11-27,"49,067,454",3,1,9
2018323,2018-11-26,"47,763,676",9,2,4
2018322,2018-11-25,"48,307,536",1,3,0
2018321,2018-11-24,"46,865,038",8,3,7
2018320,2018-11-23,"50,138,830",5,6,5
2018319,2018-11-22,"47,154,638",2,1,6
2018318,2018-11-21,"47,272,172",8,7,0
2018317,2018-11-20,"47,012,864",2,0,3
2018316,2018-11-19,"46,744,748",7,0,8
2018315,2018-11-18,"47,184,822",0,8,8
2018314,2018-11-17,"50,184,776",7,8,7
2018313,2018-11-16,"51,728,128",2,8,9
2018312,2018-11-15,"49,195,538",2,5,6
2018311,2018-11-14,"49,996,742",0,8,1
2018310,2018-11-13,"48,009,014",3,4,7
2018309,2018-11-12,"49,241,864",3,8,0
2018308,2018-11-11,"47,630,438",6,8,2
2018307,2018-11-10,"47,068,928",8,3,7
2018306,2018-11-09,"48,680,642",3,1,6
2018305,2018-11-08,"47,366,966",8,4,5
2018304,2018-11-07,"46,799,412",3,4,0
2018303,2018-11-06,"46,863,504",8,1,0
2018302,2018-11-05,"46,494,328",8,8,3
2018301,2018-11-04,"44,546,232",9,2,6
2018300,2018-11-03,"44,400,944",7,7,7
2018299,2018-11-02,"43,317,192",3,3,1
2018298,2018-11-01,"48,015,456",1,1,1
2018297,2018-10-31,"47,669,534",2,8,9
2018296,2018-10-30,"47,868,556",8,8,1
2018295,2018-10-29,"48,851,614",5,1,3
2018294,2018-10-28,"45,274,554",5,3,7
2018293,2018-10-27,"45,026,612",8,9,5
2018292,2018-10-26,"48,928,854",9,2,2
2018291,2018-10-25,"47,671,764",9,3,5
2018290,2018-10-24,"48,095,156",0,3,6
2018289,2018-10-23,"47,219,782",9,5,4
2018288,2018-10-22,"49,720,348",3,4,4
2018287,2018-10-21,"48,676,610",3,8,7
2018286,2018-10-20,"47,676,548",6,9,1
2018285,2018-10-19,"49,663,384",9,8,2
2018284,2018-10-18,"48,133,660",6,3,4
2018283,2018-10-17,"48,142,000",5,5,8
2018282,2018-10-16,"47,475,964",6,1,7
2018281,2018-10-15,"46,093,830",9,4,7
2018280,2018-10-14,"46,954,364",6,6,9
2018279,2018-10-13,"45,541,042",3,7,5
2018278,2018-10-12,"47,465,790",5,6,3
2018277,2018-10-11,"45,330,210",7,0,9
2018276,2018-10-10,"47,437,936",2,6,1
2018275,2018-10-09,"46,271,394",2,6,4
2018274,2018-10-08,"47,885,094",5,5,7
2018273,2018-10-07,"46,582,144",4,5,7
2018272,2018-10-06,"47,254,316",0,8,5
2018271,2018-10-05,"45,584,112",5,3,6
2018270,2018-10-04,"44,885,460",3,4,9
2018269,2018-10-03,"42,266,254",6,5,9
2018268,2018-10-02,"41,059,182",7,2,8
2018267,2018-10-01,"43,260,116",0,0,1
2018266,2018-09-30,"45,697,178",6,2,1
2018265,2018-09-29,"45,394,766",6,4,8
2018264,2018-09-28,"49,609,780",0,0,4
2018263,2018-09-27,"46,611,318",8,1,3
2018262,2018-09-26,"46,754,282",5,3,2
2018261,2018-09-25,"44,781,452",8,0,9
2018260,2018-09-24,"40,286,210",4,7,4
2018259,2018-09-23,"42,384,134",0,1,0
2018258,2018-09-22,"45,980,922",3,0,0
2018257,2018-09-21,"48,206,964",0,9,4
2018256,2018-09-20,"48,589,652",0,8,7
2018255,2018-09-19,"47,384,190",2,8,9
2018254,2018-09-18,"46,776,648",6,5,7
2018253,2018-09-17,"46,658,928",0,9,8
2018252,2018-09-16,"45,284,128",0,6,7
2018251,2018-09-15,"43,988,158",9,8,3
2018250,2018-09-14,"46,197,436",5,5,1
2018249,2018-09-13,"47,014,968",6,3,6
2018248,2018-09-12,"46,427,864",2,5,1
2018247,2018-09-11,"49,268,332",6,2,6
2018246,2018-09-10,"48,898,272",6,0,3
2018245,2018-09-09,"47,285,980",3,5,1
2018244,2018-09-08,"45,944,558",3,6,4
2018243,2018-09-07,"47,919,246",6,3,9
2018242,2018-09-06,"45,836,780",6,2,3
2018241,2018-09-05,"46,480,160",2,1,5
2018240,2018-09-04,"45,306,558",5,0,6
2018239,2018-09-03,"43,538,284",7,4,9
2018238,2018-09-02,"43,203,216",7,2,0
2018237,2018-09-01,"44,229,016",6,3,1
2018236,2018-08-31,"44,562,086",6,4,2
2018235,2018-08-30,"45,302,886",8,2,8
2018234,2018-08-29,"44,403,396",9,5,3
2018233,2018-08-28,"43,915,580",5,7,9
2018232,2018-08-27,"42,542,528",7,1,5
2018231,2018-08-26,"41,225,566",6,2,9
2018230,2018-08-25,"40,651,648",7,5,0
2018229,2018-08-24,"43,128,470",5,5,6
2018228,2018-08-23,"41,053,530",4,7,0
2018227,2018-08-22,"42,071,822",9,7,7
2018226,2018-08-21,"42,673,804",9,6,7
2018225,2018-08-20,"40,579,728",1,6,0
2018224,2018-08-19,"41,312,366",0,3,0
2018223,2018-08-18,"44,201,974",4,9,9
2018222,2018-08-17,"45,577,480",1,7,3
2018221,2018-08-16,"45,123,564",0,1,4
2018220,2018-08-15,"44,456,996",6,4,8
2018219,2018-08-14,"43,250,378",3,9,1
2018218,2018-08-13,"44,869,418",6,9,7
2018217,2018-08-12,"43,513,142",5,8,7
2018216,2018-08-11,"43,776,598",8,2,1
2018215,2018-08-10,"44,498,222",4,2,5
2018214,2018-08-09,"44,601,264",8,8,1
2018213,2018-08-08,"46,344,146",2,0,3
2018212,2018-08-07,"45,238,900",5,7,8
2018211,2018-08-06,"44,967,340",6,2,8
2018210,2018-08-05,"43,118,678",8,2,9
2018209,2018-08-04,"42,838,658",9,5,0
2018208,2018-08-03,"44,688,602",4,5,2
2018207,2018-08-02,"44,537,572",7,5,6
2018206,2018-08-01,"46,483,098",6,2,6
2018205,2018-07-31,"44,163,050",4,1,8
2018204,2018-07-30,"46,271,362",0,4,2
2018203,2018-07-29,"45,064,842",0,4,5
2018202,2018-07-28,"45,225,790",6,1,4
2018201,2018-07-27,"47,365,472",6,1,5
2018200,2018-07-26,"45,528,166",3,5,0
2018199,2018-07-25,"47,185,914",5,1,0
2018198,2018-07-24,"44,710,690",3,7,9
2018197,2018-07-23,"43,907,342",1,5,0
2018196,2018-07-22,"46,401,818",0,0,5
2018195,2018-07-21,"46,324,112",7,3,6
2018194,2018-07-20,"46,948,712",3,7,5
2018193,2018-07-19,"46,602,346",0,6,1
2018192,2018-07-18,"45,513,230",8,9,3
2018191,2018-07-17,"45,734,044",5,0,3
2018190,2018-07-16,"46,783,260",5,5,6
2018189,2018-07-15,"45,878,570",7,6,0
2018188,2018-07-14,"45,618,312",0,4,8
2018187,2018-07-13,"47,770,364",8,0,7
2018186,2018-07-12,"47,783,056",1,4,1
2018185,2018-07-11,"49,038,240",5,7,0
2018184,2018-07-10,"48,482,166",4,7,3
2018183,2018-07-09,"49,272,544",3,5,9
2018182,2018-07-08,"48,685,566",3,2,9
2018181,2018-07-07,"46,897,816",4,9,8
2018180,2018-07-06,"48,704,002",7,6,1
2018179,2018-07-05,"46,947,538",7,2,4
2018178,2018-07-04,"46,406,364",3,3,6
2018177,2018-07-03,"47,860,236",1,0,2
2018176,2018-07-02,"46,068,100",2,3,5
2018175,2018-07-01,"45,327,534",3,3,8
2018174,2018-06-30,"46,454,328",8,8,6
2018173,2018-06-29,"48,874,394",4,6,3
2018172,2018-06-28,"45,987,140",5,1,3
2018171,2018-06-27,"46,137,868",8,1,9
2018170,2018-06-26,"48,007,958",1,1,7
2018169,2018-06-25,"48,197,198",5,3,0
2018168,2018-06-24,"48,087,722",1,7,4
2018167,2018-06-23,"46,318,710",4,8,9
2018166,2018-06-22,"48,967,350",9,4,1
2018165,2018-06-21,"48,986,916",9,0,2
2018164,2018-06-20,"48,948,196",1,5,7
2018163,2018-06-19,"46,712,686",8,6,9
2018162,2018-06-18,"44,073,142",1,3,7
2018161,2018-06-17,"43,079,102",7,9,4
2018160,2018-06-16,"43,657,556",4,7,7
2018159,2018-06-15,"46,328,144",3,4,0
2018158,2018-06-14,"44,828,746",3,6,3
2018157,2018-06-13,"48,554,614",0,2,2
2018156,2018-06-12,"48,057,174",3,2,4
2018155,2018-06-11,"48,129,060",2,8,9
2018154,2018-06-10,"48,348,210",6,6,9
2018153,2018-06-09,"47,757,520",3,2,9
2018152,2018-06-08,"48,942,858",2,5,8
2018151,2018-06-07,"48,027,364",5,1,4
2018150,2018-06-06,"47,316,278",3,3,5
2018149,2018-06-05,"47,130,974",9,2,3
2018148,2018-06-04,"48,138,948",0,8,7
2018147,2018-06-03,"48,441,372",6,3,6
2018146,2018-06-02,"45,467,016",5,6,9
2018145,2018-06-01,"46,493,152",3,8,6
2018144,2018-05-31,"45,927,288",0,9,1
2018143,2018-05-30,"48,253,118",4,5,4
2018142,2018-05-29,"49,494,282",9,3,7
2018141,2018-05-28,"48,190,526",5,3,6
2018140,2018-05-27,"46,425,088",1,3,3
2018139,2018-05-26,"48,350,178",4,4,7
2018138,2018-05-25,"50,938,294",0,6,8
2018137,2018-05-24,"47,790,478",5,3,7
2018136,2018-05-23,"46,704,298",6,4,3
2018135,2018-05-22,"48,342,720",6,9,8
2018134,2018-05-21,"47,939,342",6,1,7
2018133,2018-05-20,"47,275,258",6,9,1
2018132,2018-05-19,"45,479,802",9,6,6
2018131,2018-05-18,"48,882,014",2,9,7
2018130,2018-05-17,"46,512,902",2,4,5
2018129,2018-05-16,"44,772,220",3,5,6
2018128,2018-05-15,"44,064,578",0,3,3
2018127,2018-05-14,"48,463,534",0,2,0
2018126,2018-05-13,"45,676,000",3,6,1
2018125,2018-05-12,"46,026,868",8,3,2
2018124,2018-05-11,"47,955,774",6,8,9
2018123,2018-05-10,"46,637,562",9,0,6
2018122,2018-05-09,"47,378,670",1,8,1
2018121,2018-05-08,"45,733,084",7,6,1
2018120,2018-05-07,"43,943,536",4,9,8
2018119,2018-05-06,"44,600,704",9,7,8
2018118,2018-05-05,"44,056,638",9,3,0
2018117,2018-05-04,"44,688,152",0,4,3
2018116,2018-05-03,"43,473,700",0,0,3
2018115,2018-05-02,"46,596,912",9,9,9
2018114,2018-05-01,"45,690,776",4,4,1
2018113,2018-04-30,"44,711,840",6,1,5
2018112,2018-04-29,"45,675,910",9,5,5
2018111,2018-04-28,"48,311,568",7,2,0
2018110,2018-04-27,"50,531,496",9,4,0
2018109,2018-04-26,"48,240,536",2,1,8
2018108,2018-04-25,"47,508,212",6,9,2
2018107,2018-04-24,"46,338,292",6,6,3
2018106,2018-04-23,"46,697,734",3,3,6
2018105,2018-04-22,"45,124,358",8,4,7
2018104,2018-04-21,"41,655,810",7,1,7
2018103,2018-04-20,"49,318,644",2,2,2
2018102,2018-04-19,"46,869,148",5,7,3
2018101,2018-04-18,"45,587,818",3,4,5
2018100,2018-04-17,"46,005,682",2,7,0
2018099,2018-04-16,"45,221,064",9,1,9
2018098,2018-04-15,"46,160,176",6,6,5
2018097,2018-04-14,"44,492,858",0,3,8
2018096,2018-04-13,"47,563,804",2,4,3
2018095,2018-04-12,"47,171,954",2,4,1
2018094,2018-04-11,"45,939,196",1,3,6
2018093,2018-04-10,"45,341,800",2,0,9
2018092,2018-04-09,"45,128,988",2,3,1
2018091,2018-04-08,"47,561,388",1,0,2
2018090,2018-04-07,"45,703,498",6,7,1
2018089,2018-04-06,"45,703,498",6,6,8
2018088,2018-04-05,"44,623,164",0,9,9
2018087,2018-04-04,"47,196,302",5,1,3
2018086,2018-04-03,"47,441,654",1,8,6
2018085,2018-04-02,"50,198,870",9,0,3
2018084,2018-04-01,"47,774,304",5,1,9
2018083,2018-03-31,"47,751,736",2,6,6
2018082,2018-03-30,"51,913,686",5,4,9
2018081,2018-03-29,"49,750,588",7,5,8
2018080,2018-03-28,"49,797,060",8,7,9
2018079,2018-03-27,"46,621,876",3,6,9
2018078,2018-03-26,"47,923,616",6,1,6
2018077,2018-03-25,"47,961,462",2,4,6
2018076,2018-03-24,"45,545,204",7,8,5
2018075,2018-03-23,"47,824,422",8,6,1
2018074,2018-03-22,"46,576,900",8,1,5
2018073,2018-03-21,"46,218,088",2,7,5
2018072,2018-03-20,"46,875,830",4,7,3
2018071,2018-03-19,"45,253,654",7,7,9
2018070,2018-03-18,"44,008,802",5,6,7
2018069,2018-03-17,"44,070,860",1,1,9
2018068,2018-03-16,"47,386,764",4,4,8
2018067,2018-03-15,"46,278,596",8,5,8
2018066,2018-03-14,"47,555,650",0,9,5
2018065,2018-03-13,"47,186,352",8,4,8
2018064,2018-03-12,"48,205,822",3,3,9
2018063,2018-03-11,"46,520,988",6,1,3
2018062,2018-03-10,"44,589,900",7,9,2
2018061,2018-03-09,"46,719,902",5,2,5
2018060,2018-03-08,"46,477,714",7,6,7
2018059,2018-03-07,"47,146,198",9,4,7
2018058,2018-03-06,"45,436,898",7,2,3
2018057,2018-03-05,"47,393,740",9,7,7
2018056,2018-03-04,"45,921,966",9,0,8
2018055,2018-03-03,"45,074,496",1,6,0
2018054,2018-03-02,"45,457,814",3,2,5
2018053,2018-03-01,"45,993,444",1,5,4
2018052,2018-02-28,"44,879,062",3,6,9
2018051,2018-02-27,"45,102,720",6,2,0
2018050,2018-02-26,"43,719,032",8,7,5
2018049,2018-02-25,"41,675,858",5,4,1
2018048,2018-02-24,"39,632,498",6,9,3
2018047,2018-02-23,"39,530,466",5,5,8
2018046,2018-02-22,"36,418,904",3,4,7
2018045,2018-02-14,"41,689,550",2,0,3
2018044,2018-02-13,"45,646,112",9,0,2
2018043,2018-02-12,"44,812,116",5,2,7
2018042,2018-02-11,"46,484,892",1,3,1
2018041,2018-02-10,"47,306,102",6,5,1
2018040,2018-02-09,"48,529,764",6,8,4
2018039,2018-02-08,"47,545,878",7,0,6
2018038,2018-02-07,"45,667,958",8,5,9
2018037,2018-02-06,"45,296,160",6,9,5
2018036,2018-02-05,"44,937,402",3,6,5
2018035,2018-02-04,"43,785,694",8,5,6
2018034,2018-02-03,"43,880,072",6,7,6
2018033,2018-02-02,"48,357,268",7,6,7
2018032,2018-02-01,"46,521,728",7,1,2
2018031,2018-01-31,"46,704,910",3,2,8
2018030,2018-01-30,"45,155,570",6,8,2
2018029,2018-01-29,"45,190,750",3,1,3
2018028,2018-01-28,"44,335,790",8,2,8
2018027,2018-01-27,"43,855,270",9,7,3
2018026,2018-01-26,"50,484,014",9,3,2
2018025,2018-01-25,"44,070,002",6,4,7
2018024,2018-01-24,"44,574,490",6,6,4
2018023,2018-01-23,"46,343,884",1,0,2
2018022,2018-01-22,"46,875,682",9,9,2
2018021,2018-01-21,"49,013,348",2,7,2
2018020,2018-01-20,"48,570,764",7,4,9
2018019,2018-01-19,"51,127,954",1,7,9
2018018,2018-01-18,"48,776,502",8,1,0
2018017,2018-01-17,"48,547,166",6,5,9
2018016,2018-01-16,"48,990,110",4,0,1
2018015,2018-01-15,"48,490,130",8,7,5
2018014,2018-01-14,"47,473,310",0,8,4
2018013,2018-01-13,"45,751,350",7,4,6
2018012,2018-01-12,"47,206,654",8,9,1
2018011,2018-01-11,"46,063,512",0,7,8
2018010,2018-01-10,"47,804,654",8,5,8
2018009,2018-01-09,"46,964,346",8,1,3
2018008,2018-01-08,"44,794,146",5,8,3
