issue,draw_date,sales_amount,one,two,three
2015096,2015-04-13,"47,564,514",7,9,6
2015095,2015-04-12,"43,384,886",7,4,6
2015094,2015-04-11,"45,586,904",5,6,5
2015093,2015-04-10,"47,940,836",3,6,7
2015092,2015-04-09,"45,528,284",6,3,4
2015091,2015-04-08,"45,105,812",3,4,9
2015090,2015-04-07,"46,051,110",8,9,9
2015089,2015-04-06,"41,742,746",8,3,6
2015088,2015-04-05,"43,286,110",9,5,5
2015087,2015-04-04,"42,400,492",3,1,4
2015086,2015-04-03,"51,102,492",4,7,2
2015085,2015-04-02,"44,787,182",9,4,7
2015084,2015-04-01,"47,715,306",7,1,8
2015083,2015-03-31,"45,361,248",1,7,8
2015082,2015-03-30,"46,106,638",0,6,9
2015081,2015-03-29,"44,000,686",2,2,4
2015080,2015-03-28,"42,557,370",8,1,0
2015079,2015-03-27,"45,574,610",6,2,2
2015078,2015-03-26,"45,929,990",4,9,1
2015077,2015-03-25,"45,250,422",3,0,1
2015076,2015-03-24,"46,972,798",2,8,8
2015075,2015-03-23,"46,331,494",4,9,0
2015074,2015-03-22,"47,772,670",8,4,0
2015073,2015-03-21,"43,847,292",6,8,0
2015072,2015-03-20,"46,638,822",5,6,1
2015071,2015-03-19,"47,376,048",8,0,7
2015070,2015-03-18,"45,881,580",1,9,6
2015069,2015-03-17,"44,861,266",1,5,8
2015068,2015-03-16,"44,329,286",7,5,7
2015067,2015-03-15,"42,858,374",4,4,2
2015066,2015-03-14,"41,863,006",6,8,8
2015065,2015-03-13,"46,189,722",7,9,9
2015064,2015-03-12,"44,249,182",3,6,8
2015063,2015-03-11,"45,371,472",5,4,7
2015062,2015-03-10,"42,617,306",8,2,7
2015061,2015-03-09,"41,148,488",2,8,5
2015060,2015-03-08,"39,901,920",6,4,0
2015059,2015-03-07,"42,254,112",8,8,9
2015058,2015-03-06,"41,675,758",5,6,9
2015057,2015-03-05,"39,611,628",8,5,6
2015056,2015-03-04,"39,377,714",7,8,3
2015055,2015-03-03,"39,988,896",4,6,4
2015054,2015-03-02,"38,054,136",3,9,5
2015053,2015-03-01,"38,631,400",6,2,2
2015052,2015-02-28,"38,963,316",1,9,7
2015051,2015-02-27,"39,256,502",1,6,3
2015050,2015-02-26,"37,250,176",6,8,3
2015049,2015-02-25,"33,739,650",0,4,3
2015048,2015-02-17,"38,984,002",4,7,2
2015047,2015-02-16,"41,979,436",7,9,9
2015046,2015-02-15,"45,476,874",6,3,6
2015045,2015-02-14,"46,120,772",6,5,6
2015044,2015-02-13,"47,861,374",8,6,1
2015043,2015-02-12,"49,707,152",2,2,4
2015042,2015-02-11,"48,338,098",5,2,1
2015041,2015-02-10,"48,684,334",7,9,4
2015040,2015-02-09,"46,847,258",0,7,6
2015039,2015-02-08,"52,292,128",0,9,4
2015038,2015-02-07,"47,290,592",0,4,3
2015037,2015-02-06,"54,291,308",8,3,3
2015036,2015-02-05,"47,797,202",2,7,5
2015035,2015-02-04,"51,732,834",7,4,4
2015034,2015-02-03,"48,805,874",1,7,8
2015033,2015-02-02,"49,927,358",1,5,0
2015032,2015-02-01,"49,289,068",7,1,1
2015031,2015-01-31,"51,632,326",1,1,7
2015030,2015-01-30,"51,807,306",2,7,8
2015029,2015-01-29,"50,577,200",3,6,7
2015028,2015-01-28,"50,215,716",2,8,3
2015027,2015-01-27,"50,801,582",4,5,2
2015026,2015-01-26,"51,361,490",0,6,8
2015025,2015-01-25,"48,658,172",2,1,8
2015024,2015-01-24,"50,564,816",8,7,5
2015023,2015-01-23,"51,394,134",3,2,5
2015022,2015-01-22,"50,511,014",9,8,2
2015021,2015-01-21,"52,350,800",7,0,0
2015020,2015-01-20,"49,719,960",7,3,1
2015019,2015-01-19,"50,571,314",9,0,9
2015018,2015-01-18,"49,691,590",9,0,2
2015017,2015-01-17,"47,219,010",0,2,7
2015016,2015-01-16,"52,049,830",6,5,6
2015015,2015-01-15,"51,270,418",2,0,7
2015014,2015-01-14,"50,221,528",4,0,2
2015013,2015-01-13,"54,263,750",7,6,4
2015012,2015-01-12,"49,689,566",0,4,7
2015011,2015-01-11,"51,453,928",6,6,0
2015010,2015-01-10,"49,660,662",5,9,9
2015009,2015-01-09,"50,660,374",7,3,0
2015008,2015-01-08,"47,797,862",9,1,9
2015007,2015-01-07,"51,106,722",0,5,5
2015006,2015-01-06,"49,375,864",0,5,3
2015005,2015-01-05,"52,263,196",0,3,1
2015004,2015-01-04,"50,201,356",9,3,7
2015003,2015-01-03,"50,112,068",0,2,9
2015002,2015-01-02,"48,854,690",0,4,7
2015001,2015-01-01,"46,560,598",2,4,5
2016359,2016-12-31,"41,004,312",8,8,3
2016358,2016-12-30,"46,185,540",1,1,0
2016357,2016-12-29,"45,880,896",4,1,5
2016356,2016-12-28,"43,606,390",1,2,5
2016355,2016-12-27,"45,168,040",9,4,2
2016354,2016-12-26,"44,430,754",4,2,8
2016353,2016-12-25,"43,502,218",0,8,4
2016352,2016-12-24,"43,102,150",0,1,6
2016351,2016-12-23,"45,944,990",8,1,8
2016350,2016-12-22,"46,463,106",3,8,3
2016349,2016-12-21,"44,993,862",0,4,9
2016348,2016-12-20,"45,846,326",2,8,9
2016347,2016-12-19,"45,118,676",8,0,6
2016346,2016-12-18,"43,957,972",0,2,9
2016345,2016-12-17,"43,946,466",5,5,9
2016344,2016-12-16,"43,810,790",3,6,7
2016343,2016-12-15,"44,529,884",2,2,5
2016342,2016-12-14,"43,937,532",4,4,8
2016341,2016-12-13,"45,244,674",1,5,1
2016340,2016-12-12,"43,981,072",4,9,3
2016339,2016-12-11,"43,039,880",2,6,2
2016338,2016-12-10,"42,022,660",3,0,1
2016337,2016-12-09,"46,263,506",2,9,9
2016336,2016-12-08,"44,799,792",0,9,7
2016335,2016-12-07,"46,286,226",5,5,0
2016334,2016-12-06,"44,846,308",1,8,9
2016333,2016-12-05,"43,419,912",0,5,4
2016332,2016-12-04,"43,761,868",7,7,6
2016331,2016-12-03,"43,134,226",9,8,3
2016330,2016-12-02,"44,177,708",3,1,8
2016329,2016-12-01,"44,087,274",2,4,4
2016328,2016-11-30,"44,190,290",7,0,9
2016327,2016-11-29,"42,539,856",8,3,1
2016326,2016-11-28,"42,541,846",6,9,0
2016325,2016-11-27,"41,473,742",9,6,1
2016324,2016-11-26,"40,346,660",6,6,3
2016323,2016-11-25,"44,710,760",8,7,7
2016322,2016-11-24,"43,358,478",1,5,3
2016321,2016-11-23,"40,879,448",8,3,2
2016320,2016-11-22,"40,866,434",5,2,9
2016319,2016-11-21,"42,103,764",5,5,7
2016318,2016-11-20,"41,311,046",4,7,0
2016317,2016-11-19,"39,283,724",2,4,3
2016316,2016-11-18,"40,201,326",7,7,4
2016315,2016-11-17,"42,870,330",8,8,8
2016314,2016-11-16,"42,162,790",1,5,7
2016313,2016-11-15,"41,153,572",3,7,3
2016312,2016-11-14,"42,672,804",1,1,3
2016311,2016-11-13,"42,642,760",3,9,8
2016310,2016-11-12,"42,064,528",0,4,5
2016309,2016-11-11,"42,892,722",8,3,0
2016308,2016-11-10,"39,908,614",7,4,3
2016307,2016-11-09,"40,973,656",9,9,7
2016306,2016-11-08,"40,487,244",0,7,3
2016305,2016-11-07,"40,425,628",7,4,4
2016304,2016-11-06,"41,529,302",8,5,6
2016303,2016-11-05,"39,691,252",8,0,1
2016302,2016-11-04,"43,677,508",6,5,6
2016301,2016-11-03,"42,545,742",5,7,2
2016300,2016-11-02,"42,179,804",8,0,5
2016299,2016-11-01,"41,445,288",0,4,5
2016298,2016-10-31,"41,043,580",6,5,1
2016297,2016-10-30,"39,095,938",1,6,0
2016296,2016-10-29,"37,843,092",7,8,4
2016295,2016-10-28,"41,086,940",7,8,9
2016294,2016-10-27,"41,483,236",3,3,4
2016293,2016-10-26,"41,252,076",3,2,6
2016292,2016-10-25,"42,559,570",5,0,7
2016291,2016-10-24,"40,888,890",1,3,7
2016290,2016-10-23,"39,796,992",4,3,0
2016289,2016-10-22,"36,637,668",3,5,9
2016288,2016-10-21,"42,021,728",0,1,0
2016287,2016-10-20,"40,920,248",6,2,1
2016286,2016-10-19,"40,479,204",9,0,7
2016285,2016-10-18,"41,472,348",8,4,8
2016284,2016-10-17,"41,499,642",1,4,3
2016283,2016-10-16,"40,480,304",7,4,0
2016282,2016-10-15,"38,372,192",6,2,6
2016281,2016-10-14,"42,476,988",9,9,8
2016280,2016-10-13,"41,755,336",3,7,8
2016279,2016-10-12,"40,203,606",6,2,4
2016278,2016-10-11,"40,946,036",4,3,5
2016277,2016-10-10,"39,432,884",0,8,5
2016276,2016-10-09,"39,972,550",2,7,7
2016275,2016-10-08,"39,767,144",8,7,4
2016274,2016-10-07,"38,681,282",8,8,3
2016273,2016-10-06,"37,064,248",5,6,5
2016272,2016-10-05,"36,792,314",3,7,3
2016271,2016-10-04,"37,742,022",4,4,3
2016270,2016-10-03,"37,761,616",4,1,1
2016269,2016-10-02,"36,689,086",8,6,0
2016268,2016-10-01,"36,730,246",1,0,5
2016267,2016-09-30,"42,928,820",9,8,9
2016266,2016-09-29,"40,197,892",9,1,4
2016265,2016-09-28,"42,388,164",5,2,5
2016264,2016-09-27,"45,461,304",8,9,8
2016263,2016-09-26,"44,343,260",4,8,9
2016262,2016-09-25,"44,509,880",6,5,9
2016261,2016-09-24,"43,155,976",0,4,9
2016260,2016-09-23,"46,218,434",0,6,1
2016259,2016-09-22,"43,243,140",3,2,8
2016258,2016-09-21,"45,396,264",2,6,6
2016257,2016-09-20,"45,821,552",9,7,6
2016256,2016-09-19,"45,331,496",6,2,8
2016255,2016-09-18,"44,518,332",4,5,1
2016254,2016-09-17,"43,542,480",5,6,4
2016253,2016-09-16,"41,616,574",2,6,5
2016252,2016-09-15,"39,993,702",0,5,2
2016251,2016-09-14,"43,398,960",8,6,0
2016250,2016-09-13,"41,853,568",4,1,6
2016249,2016-09-12,"43,506,724",1,0,9
2016248,2016-09-11,"41,949,878",1,3,9
2016247,2016-09-10,"41,736,174",4,4,1
2016246,2016-09-09,"43,001,032",3,1,9
2016245,2016-09-08,"41,669,160",7,6,0
2016244,2016-09-07,"42,097,386",6,9,9
2016243,2016-09-06,"43,952,770",4,4,6
2016242,2016-09-05,"42,642,040",3,9,5
2016241,2016-09-04,"43,401,280",4,9,9
2016240,2016-09-03,"42,939,496",0,8,7
2016239,2016-09-02,"45,095,038",5,6,0
2016238,2016-09-01,"41,787,074",0,3,7
2016237,2016-08-31,"41,095,060",5,3,1
2016236,2016-08-30,"40,562,520",8,9,1
2016235,2016-08-29,"42,092,464",5,5,4
2016234,2016-08-28,"42,145,274",2,0,4
2016233,2016-08-27,"40,935,824",6,9,4
2016232,2016-08-26,"43,508,322",1,3,2
2016231,2016-08-25,"44,229,936",4,5,8
2016230,2016-08-24,"42,508,308",4,9,7
2016229,2016-08-23,"41,129,156",3,7,8
2016228,2016-08-22,"41,491,342",1,8,8
2016227,2016-08-21,"40,095,056",6,9,8
2016226,2016-08-20,"39,424,994",2,8,9
2016225,2016-08-19,"43,063,912",2,1,2
2016224,2016-08-18,"42,516,996",2,7,8
2016223,2016-08-17,"40,547,054",2,9,7
2016222,2016-08-16,"40,905,258",4,0,4
2016221,2016-08-15,"43,293,408",8,0,8
2016220,2016-08-14,"40,778,184",3,6,7
2016219,2016-08-13,"38,538,612",4,1,0
2016218,2016-08-12,"41,972,872",2,3,3
2016217,2016-08-11,"40,562,920",0,3,8
2016216,2016-08-10,"40,771,344",3,3,4
2016215,2016-08-09,"44,093,920",1,4,4
2016214,2016-08-08,"43,073,220",9,4,2
2016213,2016-08-07,"42,447,994",1,7,3
2016212,2016-08-06,"40,906,620",0,3,8
2016211,2016-08-05,"42,142,748",6,3,4
2016210,2016-08-04,"41,035,104",2,7,9
2016209,2016-08-03,"41,931,180",0,2,3
2016208,2016-08-02,"41,160,436",9,5,0
2016207,2016-08-01,"42,093,602",5,9,6
2016206,2016-07-31,"39,251,110",1,7,3
2016205,2016-07-30,"40,108,134",4,9,9
2016204,2016-07-29,"42,580,814",3,2,9
2016203,2016-07-28,"41,478,544",9,7,5
2016202,2016-07-27,"40,083,642",7,8,4
2016201,2016-07-26,"41,638,390",3,2,0
2016200,2016-07-25,"40,051,532",9,3,2
2016199,2016-07-24,"39,602,624",3,4,7
2016198,2016-07-23,"41,328,672",3,0,3
2016197,2016-07-22,"42,422,336",9,1,5
2016196,2016-07-21,"42,335,906",9,0,7
2016195,2016-07-20,"41,471,354",6,1,0
2016194,2016-07-19,"41,697,926",4,0,7
2016193,2016-07-18,"41,527,416",6,9,5
2016192,2016-07-17,"41,719,440",6,6,1
2016191,2016-07-16,"40,463,290",3,0,8
2016190,2016-07-15,"40,829,780",8,2,3
2016189,2016-07-14,"40,520,418",7,9,0
2016188,2016-07-13,"42,905,252",0,9,9
2016187,2016-07-12,"43,386,034",1,3,9
2016186,2016-07-11,"41,756,854",6,1,8
2016185,2016-07-10,"41,648,920",3,8,0
2016184,2016-07-09,"40,703,944",7,0,3
2016183,2016-07-08,"41,693,314",6,9,5
2016182,2016-07-07,"41,403,472",4,8,9
2016181,2016-07-06,"41,723,708",8,6,9
2016180,2016-07-05,"41,861,970",6,5,9
2016179,2016-07-04,"40,352,178",3,8,7
2016178,2016-07-03,"41,897,664",2,4,4
2016177,2016-07-02,"40,714,158",1,9,5
2016176,2016-07-01,"42,812,498",7,1,2
2016175,2016-06-30,"39,852,806",6,4,1
2016174,2016-06-29,"40,962,692",0,0,7
2016173,2016-06-28,"40,470,750",6,9,5
2016172,2016-06-27,"41,292,230",3,2,3
2016171,2016-06-26,"39,207,234",5,9,8
2016170,2016-06-25,"40,333,788",9,0,9
2016169,2016-06-24,"41,127,212",7,0,6
2016168,2016-06-23,"43,123,530",1,1,9
2016167,2016-06-22,"41,937,100",2,4,9
2016166,2016-06-21,"42,402,536",3,9,6
2016165,2016-06-20,"42,626,756",0,4,1
2016164,2016-06-19,"39,942,706",2,7,3
2016163,2016-06-18,"42,101,126",0,3,3
2016162,2016-06-17,"42,900,858",6,3,4
2016161,2016-06-16,"44,923,292",0,4,1
2016160,2016-06-15,"44,815,532",0,1,7
2016159,2016-06-14,"43,742,926",6,9,1
2016158,2016-06-13,"42,792,956",9,2,0
2016157,2016-06-12,"45,063,084",1,5,1
2016156,2016-06-11,"43,591,738",2,7,8
2016155,2016-06-10,"42,879,162",7,8,4
2016154,2016-06-09,"41,714,748",8,3,9
2016153,2016-06-08,"44,363,544",1,7,4
2016152,2016-06-07,"46,463,600",4,9,8
2016151,2016-06-06,"47,322,338",3,3,6
2016150,2016-06-05,"46,666,300",9,1,2
2016149,2016-06-04,"44,450,786",7,5,3
2016148,2016-06-03,"44,776,738",8,1,3
2016147,2016-06-02,"48,066,190",9,8,9
2016146,2016-06-01,"46,899,486",7,6,1
2016145,2016-05-31,"45,219,020",9,4,1
2016144,2016-05-30,"45,039,942",6,2,5
2016143,2016-05-29,"43,069,182",5,0,3
2016142,2016-05-28,"40,655,006",4,3,5
2016141,2016-05-27,"44,366,068",6,8,8
2016140,2016-05-26,"45,715,702",7,8,7
2016139,2016-05-25,"46,382,592",2,5,0
2016138,2016-05-24,"45,578,394",5,6,0
2016137,2016-05-23,"48,712,018",3,9,3
2016136,2016-05-22,"48,632,000",6,1,9
2016135,2016-05-21,"47,511,666",7,3,2
2016134,2016-05-20,"50,298,404",1,0,7
2016133,2016-05-19,"48,884,596",6,9,1
2016132,2016-05-18,"49,516,936",4,5,3
2016131,2016-05-17,"48,325,436",7,5,3
2016130,2016-05-16,"48,159,204",8,6,2
2016129,2016-05-15,"44,776,880",6,4,1
2016128,2016-05-14,"45,386,564",1,2,3
2016127,2016-05-13,"49,205,300",9,5,7
2016126,2016-05-12,"48,092,158",1,3,4
2016125,2016-05-11,"47,613,346",5,9,4
2016124,2016-05-10,"46,860,652",9,1,4
2016123,2016-05-09,"44,985,464",7,0,8
2016122,2016-05-08,"45,398,000",7,6,2
2016121,2016-05-07,"43,622,160",8,4,3
2016120,2016-05-06,"45,264,440",9,3,6
2016119,2016-05-05,"44,753,156",3,0,8
2016118,2016-05-04,"43,666,246",7,0,3
2016117,2016-05-03,"42,922,552",3,2,6
2016116,2016-05-02,"40,914,148",4,2,5
2016115,2016-05-01,"40,096,810",6,3,1
2016114,2016-04-30,"39,517,818",9,8,1
2016113,2016-04-29,"42,572,042",6,7,9
2016112,2016-04-28,"42,887,740",3,4,0
2016111,2016-04-27,"42,866,582",3,3,6
2016110,2016-04-26,"41,282,878",6,5,0
2016109,2016-04-25,"43,612,058",1,0,0
2016108,2016-04-24,"43,378,276",4,8,0
2016107,2016-04-23,"40,227,976",2,3,8
2016106,2016-04-22,"42,401,238",0,4,3
2016105,2016-04-21,"42,985,610",6,9,9
2016104,2016-04-20,"44,308,114",9,0,0
2016103,2016-04-19,"44,156,482",1,2,6
2016102,2016-04-18,"44,141,874",2,8,2
2016101,2016-04-17,"43,715,692",0,6,1
2016100,2016-04-16,"42,305,668",5,5,1
2016099,2016-04-15,"45,329,692",2,1,7
2016098,2016-04-14,"46,674,116",4,1,4
2016097,2016-04-13,"45,093,606",5,3,2
2016096,2016-04-12,"45,023,130",3,4,8
2016095,2016-04-11,"43,572,206",7,0,4
2016094,2016-04-10,"42,667,450",8,2,4
2016093,2016-04-09,"41,489,304",6,2,2
2016092,2016-04-08,"44,374,798",8,7,5
2016091,2016-04-07,"43,909,224",4,0,5
2016090,2016-04-06,"40,053,498",9,5,4
2016089,2016-04-05,"44,406,292",1,1,1
2016088,2016-04-04,"39,597,830",4,7,3
2016087,2016-04-03,"41,103,256",0,9,9
2016086,2016-04-02,"41,337,486",2,4,9
2016085,2016-04-01,"43,942,488",9,6,7
2016084,2016-03-31,"46,884,494",2,8,2
2016083,2016-03-30,"47,221,494",2,8,9
2016082,2016-03-29,"48,148,038",6,4,0
2016081,2016-03-28,"46,343,084",6,3,5
2016080,2016-03-27,"43,658,390",2,6,1
2016079,2016-03-26,"42,461,052",0,7,5
2016078,2016-03-25,"43,816,078",9,0,8
2016077,2016-03-24,"44,694,604",7,1,7
2016076,2016-03-23,"44,536,516",6,4,4
2016075,2016-03-22,"42,094,948",8,4,5
2016074,2016-03-21,"45,320,626",7,7,7
2016073,2016-03-20,"43,032,560",8,1,5
2016072,2016-03-19,"44,884,332",0,2,0
2016071,2016-03-18,"46,649,980",6,5,0
2016070,2016-03-17,"48,049,330",8,9,6
2016069,2016-03-16,"44,163,620",6,4,3
2016068,2016-03-15,"43,527,078",0,7,5
2016067,2016-03-14,"45,837,976",0,0,1
2016066,2016-03-13,"47,023,806",1,8,1
2016065,2016-03-12,"46,354,858",4,5,0
2016064,2016-03-11,"49,115,122",0,6,2
2016063,2016-03-10,"47,703,578",3,5,6
2016062,2016-03-09,"45,095,162",8,0,3
2016061,2016-03-08,"45,634,670",7,5,4
2016060,2016-03-07,"46,265,162",0,3,9
2016059,2016-03-06,"44,763,578",7,4,1
2016058,2016-03-05,"42,511,092",1,2,6
2016057,2016-03-04,"46,855,666",5,4,3
2016056,2016-03-03,"44,370,418",9,4,1
2016055,2016-03-02,"44,308,844",5,5,3
2016054,2016-03-01,"43,742,714",3,2,8
2016053,2016-02-29,"46,282,586",9,4,9
2016052,2016-02-28,"44,441,724",6,4,1
2016051,2016-02-27,"41,480,402",5,2,8
2016050,2016-02-26,"43,545,538",7,3,1
2016049,2016-02-25,"43,198,830",7,3,9
2016048,2016-02-24,"41,084,934",8,5,1
2016047,2016-02-23,"40,820,150",6,0,6
2016046,2016-02-22,"38,638,112",3,8,3
2016045,2016-02-21,"38,070,644",6,9,2
2016044,2016-02-20,"39,535,378",0,1,0
2016043,2016-02-19,"42,766,260",5,5,7
2016042,2016-02-18,"42,258,136",7,0,1
2016041,2016-02-17,"39,734,662",5,1,9
2016040,2016-02-16,"39,280,354",1,4,3
2016039,2016-02-15,"34,585,952",2,4,8
2016038,2016-02-14,"32,402,160",9,6,0
2016037,2016-02-06,"37,433,618",4,6,8
2016036,2016-02-05,"45,623,460",9,6,8
2016035,2016-02-04,"46,088,696",9,8,1
2016034,2016-02-03,"45,779,768",6,0,6
2016033,2016-02-02,"45,108,524",3,8,7
2016032,2016-02-01,"47,126,952",7,7,8
2016031,2016-01-31,"48,147,074",5,9,2
2016030,2016-01-30,"47,489,922",2,9,3
2016029,2016-01-29,"49,816,234",0,2,6
2016028,2016-01-28,"48,242,122",4,1,6
2016027,2016-01-27,"46,927,802",2,8,0
2016026,2016-01-26,"45,040,586",3,2,4
2016025,2016-01-25,"47,227,960",1,1,0
2016024,2016-01-24,"46,396,280",6,2,4
2016023,2016-01-23,"45,183,732",7,2,9
2016022,2016-01-22,"45,950,090",9,1,6
2016021,2016-01-21,"50,374,668",6,9,9
2016020,2016-01-20,"49,447,878",5,2,1
2016019,2016-01-19,"48,882,070",2,7,8
2016018,2016-01-18,"47,385,114",5,6,3
2016017,2016-01-17,"46,572,348",5,3,1
2016016,2016-01-16,"47,042,364",4,4,7
2016015,2016-01-15,"48,174,220",3,4,9
2016014,2016-01-14,"47,482,802",9,3,8
2016013,2016-01-13,"47,732,324",3,2,4
2016012,2016-01-12,"48,226,690",1,8,0
2016011,2016-01-11,"46,633,282",8,1,5
2016010,2016-01-10,"45,953,916",8,0,2
2016009,2016-01-09,"47,987,834",3,5,3
2016008,2016-01-08,"49,908,044",5,8,3
2016007,2016-01-07,"48,777,614",9,5,2
2016006,2016-01-06,"47,772,632",7,0,9
2016005,2016-01-05,"48,984,378",5,8,1
2016004,2016-01-04,"48,191,528",6,7,1
2016003,2016-01-03,"45,537,166",1,5,9
2016002,2016-01-02,"43,688,822",2,7,3
2016001,2016-01-01,"43,865,824",8,7,9
2017358,2017-12-31,"45,404,058",6,1,2
2017357,2017-12-30,"46,328,368",6,6,5
2017356,2017-12-29,"47,229,832",6,4,7
2017355,2017-12-28,"46,945,714",0,3,1
2017354,2017-12-27,"48,270,332",2,9,4
2017353,2017-12-26,"47,232,570",0,9,4
2017352,2017-12-25,"48,489,138",8,5,5
2017351,2017-12-24,"47,677,460",1,0,9
2017350,2017-12-23,"47,609,926",7,2,6
2017349,2017-12-22,"47,051,056",5,3,7
2017348,2017-12-21,"45,113,192",3,1,1
2017347,2017-12-20,"49,463,058",6,6,6
2017346,2017-12-19,"49,205,350",8,6,1
2017345,2017-12-18,"46,790,300",1,7,3
2017344,2017-12-17,"48,071,954",6,9,8
2017343,2017-12-16,"46,578,380",8,6,1
2017342,2017-12-15,"49,671,162",9,6,0
2017341,2017-12-14,"49,214,898",1,6,2
2017340,2017-12-13,"47,185,344",7,1,4
2017339,2017-12-12,"44,756,400",8,5,3
2017338,2017-12-11,"42,529,768",9,0,1
2017337,2017-12-10,"43,859,716",4,4,4
2017336,2017-12-09,"44,639,760",7,7,5
2017335,2017-12-08,"47,711,014",7,0,5
2017334,2017-12-07,"45,612,242",9,0,5
2017333,2017-12-06,"48,594,470",4,4,2
2017332,2017-12-05,"46,145,498",8,0,4
2017331,2017-12-04,"46,440,576",7,8,2
2017330,2017-12-03,"44,873,136",4,3,0
2017329,2017-12-02,"42,449,064",9,1,3
2017328,2017-12-01,"48,445,592",0,3,0
2017327,2017-11-30,"46,263,686",3,5,1
2017326,2017-11-29,"46,917,384",4,9,0
2017325,2017-11-28,"46,664,766",4,0,6
2017324,2017-11-27,"46,445,008",6,3,7
2017323,2017-11-26,"45,097,704",2,8,0
2017322,2017-11-25,"42,769,366",4,1,9
2017321,2017-11-24,"44,805,466",1,8,8
2017320,2017-11-23,"44,117,094",5,4,3
2017319,2017-11-22,"44,556,732",1,0,5
2017318,2017-11-21,"43,231,828",8,5,6
2017317,2017-11-20,"43,848,220",7,7,1
2017316,2017-11-19,"41,815,870",7,2,3
2017315,2017-11-18,"39,603,236",7,9,1
2017314,2017-11-17,"44,723,526",3,0,0
2017313,2017-11-16,"43,668,512",2,3,2
2017312,2017-11-15,"44,521,734",1,1,4
2017311,2017-11-14,"45,056,664",9,7,9
2017310,2017-11-13,"44,248,742",1,3,6
2017309,2017-11-12,"43,350,128",8,7,9
2017308,2017-11-11,"44,160,650",7,1,0
2017307,2017-11-10,"45,391,188",5,1,7
2017306,2017-11-09,"44,258,698",8,1,7
2017305,2017-11-08,"46,460,116",4,2,0
2017304,2017-11-07,"45,811,526",1,0,9
2017303,2017-11-06,"45,892,834",4,9,7
2017302,2017-11-05,"44,021,582",2,4,1
2017301,2017-11-04,"42,535,182",3,9,1
2017300,2017-11-03,"48,033,958",0,5,0
2017299,2017-11-02,"47,817,180",9,2,1
2017298,2017-11-01,"47,646,122",2,1,8
2017297,2017-10-31,"45,914,766",4,6,2
2017296,2017-10-30,"45,661,316",9,5,9
2017295,2017-10-29,"45,576,568",7,2,3
2017294,2017-10-28,"43,424,260",7,5,7
2017293,2017-10-27,"47,577,208",6,6,9
2017292,2017-10-26,"46,514,584",7,1,5
2017291,2017-10-25,"47,301,744",7,6,5
2017290,2017-10-24,"47,170,852",2,8,5
2017289,2017-10-23,"44,242,786",2,3,6
2017288,2017-10-22,"45,874,932",3,0,0
2017287,2017-10-21,"44,017,476",2,8,5
2017286,2017-10-20,"45,923,590",5,1,2
2017285,2017-10-19,"44,388,588",4,3,4
2017284,2017-10-18,"45,631,900",1,3,1
2017283,2017-10-17,"45,544,890",3,5,5
2017282,2017-10-16,"44,235,396",5,6,8
2017281,2017-10-15,"42,865,390",6,0,9
2017280,2017-10-14,"42,359,996",6,5,8
2017279,2017-10-13,"44,073,566",4,5,3
2017278,2017-10-12,"43,072,046",9,0,2
2017277,2017-10-11,"41,909,102",5,5,7
2017276,2017-10-10,"42,971,914",8,8,7
2017275,2017-10-09,"42,506,964",8,9,8
2017274,2017-10-08,"44,671,164",9,4,4
2017273,2017-10-07,"43,177,616",2,6,7
2017272,2017-10-06,"42,942,024",9,3,4
2017271,2017-10-05,"40,788,424",4,2,8
2017270,2017-10-04,"37,636,860",1,3,5
2017269,2017-10-03,"39,614,646",9,3,8
2017268,2017-10-02,"38,277,492",5,7,8
2017267,2017-10-01,"40,098,116",7,7,0
2017266,2017-09-30,"43,599,998",2,0,3
2017265,2017-09-29,"45,242,790",3,7,2
2017264,2017-09-28,"46,577,604",9,3,3
2017263,2017-09-27,"45,258,508",6,7,2
2017262,2017-09-26,"45,315,412",9,1,2
2017261,2017-09-25,"48,218,734",6,8,6
2017260,2017-09-24,"47,780,724",0,9,5
2017259,2017-09-23,"49,183,776",4,8,1
2017258,2017-09-22,"50,454,842",3,6,1
2017257,2017-09-21,"49,665,770",2,3,4
2017256,2017-09-20,"49,097,560",3,6,2
2017255,2017-09-19,"49,232,200",5,2,1
2017254,2017-09-18,"49,277,494",6,3,9
2017253,2017-09-17,"48,226,254",3,2,6
2017252,2017-09-16,"47,393,168",3,8,7
2017251,2017-09-15,"48,189,604",9,5,1
2017250,2017-09-14,"47,491,358",1,4,2
2017249,2017-09-13,"48,147,378",3,0,2
2017248,2017-09-12,"47,791,284",8,5,6
2017247,2017-09-11,"47,586,980",3,7,0
2017246,2017-09-10,"47,665,310",7,7,8
2017245,2017-09-09,"47,435,854",2,8,4
2017244,2017-09-08,"51,131,260",0,4,8
2017243,2017-09-07,"49,512,124",7,5,1
2017242,2017-09-06,"47,487,396",2,3,7
2017241,2017-09-05,"49,543,152",6,6,4
2017240,2017-09-04,"48,655,236",5,9,1
2017239,2017-09-03,"48,559,834",3,8,9
2017238,2017-09-02,"46,701,460",5,1,7
2017237,2017-09-01,"49,140,876",1,3,5
2017236,2017-08-31,"47,150,848",9,3,7
2017235,2017-08-30,"46,547,720",3,6,2
2017234,2017-08-29,"46,262,480",8,9,5
2017233,2017-08-28,"44,778,444",9,5,2
2017232,2017-08-27,"43,359,946",0,9,1
